Title,Price,Rating,Brand,Ram,Storage,Color,Processor
"MSI Pulse 17 AI, Intel Core Ultra 7 155H, Built-in AI, 43CM 16:10 QHD+ 240Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, /Core Black/2.8Kg), C1VGKG-031IN","1,74,990",3.9,Msi,16.0,512.0,Black,Intel
"Acer TravelLite TL04-41M 14.0"" FHD Thin and Light Laptop (AMD Ryzen 3 5400U / 16GB RAM / 512GB SSD/Windows 11 Home + MS Office Home & Student 2021 / Wi-Fi 6 / HD Webcam) Sleek Metal Body","49,999",4.0,Acer,16.0,512.0,Unknown,AMD
"ASUS Vivobook 15 (2025), 13th Gen,Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 15.6"", 39.6 cm, Windows 11 Home,M365 Basic(1 Year)* Office 2024,Cool Silver,1.7 Kg, X1504VA-D5321WS, Thin & Light Laptop","55,990",4.3,Asus,8.0,512.0,Silver,Intel
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - Graphite - ZGP-00059,"1,62,990",3.4,Microsoft,16.0,512.0,Unknown,Snapdragon
"Dell G Series, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 3050-6GB, 16GB, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MSO'24, Dark Shadow Gray, 2.65KG, [G15-5530], Backlit Keyboard, Gaming Laptop","1,05,540",3.4,Dell,6.0,512.0,Gray,Intel
"Acer Aspire 3, 13th Gen, Intel Core i3-1305U Processor, 16 GB, 512 GB, Full HD IPS, 14.0""/35.56 cm, Windows 11 Home, Steel Gray, 1.45 kg, A324-53, Thin and Light Laptop","52,990",4.3,Acer,5.0,512.0,Gray,Intel
"HP 15 (2025), AMD Ryzen 3 7335U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon Graphics/Windows 11 pro) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/1.5 kg/MSO 2024 / Copilot Key AI PC","47,999",4.0,Hp,5.0,512.0,Silver,AMD
"HP 15 Smartchoice, Intel Core Ultra 5 125H, 12 Tops (16GB DDR5, 512GB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.65kg, fd1254TU, FHD Camera w/Shutter, AI Powered Laptop",Unknown,3.6,Hp,16.0,512.0,Silver,Intel
"Acer One Pro Smartchoice, AMD Ryzen 3-7320U 8GB DDR5 RAM | 512GB SSD, Win 11 Home, Ms Ofiice 21 Pro Plus,14 Inch, 1 Year Antivirus, 1.41KG, Professional Thin and Light Laptop","48,990",5.0,Acer,8.0,512.0,Unknown,AMD
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Citrus","73,990",4.8,Apple,8.0,256.0,Unknown,Unknown
"DELL 14 (2026) Intel Core 3 14th Gen 100U - (16 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021","63,425",3.5,Dell,5.0,512.0,Blue,Intel
"Acer Aspire 5, Intel Core Ultra 5 125H Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Pure Silver, 1.2 kg, A514-54H, Backlit KB, Premium Laptop","74,990",4.7,Acer,5.0,512.0,Silver,Intel
"HP 15 (2026), AMD Ryzen 5 Hexa Core 7535U - (16 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/Copilot Key/1.5kg/MSO 2024","66,929",3.2,Hp,5.0,512.0,Silver,AMD
"HP 15 (2026), AMD Ryzen 3 Quad Core 7335U - (16 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office 2024","58,990",5.0,Hp,5.0,512.0,Silver,AMD
"Lenovo V14, Intel Core i5-13420H, 8GB RAM, 512GB SSD, FHD 14” (35.56cm), Windows 11 Home, Luna Grey, 1.37Kg, 83GUA052IG, 250 Nits, 1Y Onsite Warranty, Laptop","58,700",4.0,Lenovo,8.0,512.0,Grey,Intel
"MSI Venture A15 AI,AMD Ryzen 7 260,40CM FHD 144Hz Thin & Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Solid Gray/1.9Kg) A2HMG-007IN","79,990",2.9,Msi,16.0,512.0,Gray,AMD
"HP Professional 15 (2026), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Backlit/Turbo Silver/1.5 kg/MSO 2021","85,000",3.7,Hp,16.0,512.0,Silver,Intel
"acer Aspire 3, AMD Ryzen R5 7430U Processor, 16GB, 512 GB, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Pure Silver, 1.79 kg, A325-42, Thin and Light Laptop","59,990",3.9,Acer,16.0,1024.0,Silver,AMD
"ASUS TUF A14 (2026),AMD Ryzen AI MAX+ 392, AMD Radeon 8060S iGPU,32GB RAM,1TB SSD, QHD+, 14""(35.5 cm),Windows 11, M365 Basic(1Y)* Office 2024,Jaeger Gray,1.48 Kg,FA401EA-RG020WS, Creator/Gaming Laptop","2,09,780",5.0,Asus,32.0,1024.0,Gray,AMD
"HP Laptop 250R G9 (2024), Intel Core i3 13th Gen 1315U - (8GB/512GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/15.6"" (39.62cm)/Ash Grey/1.57 kg","54,500",4.2,Hp,8.0,512.0,Grey,Intel
"Lenovo LOQ, Intel Core i7 14th Gen 14700HX, NVIDIA RTX 5060 8GB, 16GB RAM, 1TB SSD, 15.6""(39.6cm), 144Hz, Windows 11, Office 2024, Grey, 2.4Kg, 83JE00U5IN, 572 AI Tops, 3 Mon. Game Pass Gaming Laptop","1,58,990",3.6,Lenovo,8.0,1024.0,Grey,Intel
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 16GB RAM, 512GB SSD, FHD, Anti-Glare, 15.6"", 39.6 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Quiet Blue, 1.70 kg, X1504VA-BQ342WS, Laptop","62,850",4.0,Asus,16.0,512.0,Blue,Intel
"acer Nitro V 15, Intel core i7-13th Gen 13620H,NVIDIA GeForce RTX - 5050 8GB, 16 GB,512 GB,Full HD IPS,15.6""/39.62 cm,165 Hz, Win 11 Home, Obsidian Black, 2.113 kg, ANV15-52, Amber KB,Gaming Laptop","1,39,990",3.2,Acer,8.0,512.0,Black,Intel
"HP 14, Intel Core 5-120U (16GB DDR4, 512GB SSD), FHD, Micro -Edge, Anti-Glare, 14''/35.6cm, Win11, M365* Office24, Silver, 1.41kg, ep0385tu, FHD Camera, Iris Xe Graphics, Backlit Laptop","69,990",2.7,Hp,16.0,512.0,Silver,Intel
"Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, Ms-Office Lifetime Validity, Iron Grey,1.6kg, 1 Year Onsite Brand Warranty","67,990",3.9,Lenovo,16.0,512.0,Grey,Intel
"Apple 2026 MacBook Neo 13"" Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID; Blush","83,490",4.8,Apple,8.0,512.0,Unknown,Unknown
"acer TravelLite Smart FHD TL04-51M Laptop, Intel Core i5 1334u 13th Gen 8 Core with 16GB Ram / 512GB NVMe SSD/Intel Iris Xe Graphics/Windows 11 / MS-Office / 14 Inch / 3 Year Brand Warranty","62,990",4.0,Acer,16.0,512.0,Unknown,Intel
"Lenovo ThinkPad E14, AMD Ryzen 7 7735HS, 16GB RAM, 512GB SSD, WUXGA IPS 14” (35.56cm), Win 11 Home, Office 2024, Graphite Black, 1.42Kg, 21M3S0QV00, Fingerprint, Backlit, 300 Nits, 1Y Warranty, Laptop","99,990",4.0,Lenovo,16.0,512.0,Black,AMD
"HP ProBook 445 G9 Business Laptop, 14"" FHD Non-Touch Display, AMD Ryzen 5 5625U Processor, 16GB RAM, 1TB SSD, IR Camera, Backlit Keyboard, Wi-Fi 6, RJ-45, HDMI, Windows 11 Pro, Silver","78,000",4.0,Hp,16.0,1024.0,Silver,AMD
"ASUS Vivobook 16 (2026),Intel Core Ultra 5 225H,Intel iGPU,16GB RAM,512GB SSD,FHD+,16""(40 cm),Windows 11 Home,M365 Basic(1 Year),Office 2024,Cool Silver,1.88 kg,X1607CA-MB350WS,Thin & Light Laptop","79,990",4.0,Asus,16.0,512.0,Silver,Intel
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey","69,999",4.2,Lenovo,16.0,512.0,Grey,AMD
"HP 15, Intel Core i3-1315U-13th Gen Laptop (8GB DDR4 Ram,512GB SSD) Anti-Glare, Micro-Edge,15.6'"" FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera Shutter, 15-fd0569TU","55,100",3.8,Hp,8.0,512.0,Silver,Intel
"HP 15, AMD Ryzen 7 7730U (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24,Silver,1.59kg,FHD Camera w/Privacy Shutter, Backlit KB-Laptop, fc0761AU","69,990",4.0,Hp,16.0,512.0,Silver,AMD
"ASUS Vivobook 15 (2026),Intel Core 5 120U,(i5-14th Gen),FingerPrint Sensor,8GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Win 11,M365 Basic(1Y),Office 2024,Quiet Blue,1.7 Kg,X1504VAP-IN012WS,Thin & Light Laptop","58,990",4.0,Asus,8.0,512.0,Blue,Intel
"HP 14 AI, Intel Core Ultra 7 155H (16GB DDR5, 512GB SSD) FHD, Anti-Glare, 14""/35.6cm, Win11, Office21, Silver, 1.4kg, gr1023TU, Intel Arc Graphics, FHD Camera w/Shutter, Backlit Kb AI Powered Laptop","89,900",3.4,Hp,16.0,512.0,Silver,Intel
"HP 15 Laptop | AMD Ryzen 7 5825U |16GB DDR4 RAM | 512GB SSD |15.6"" (39.6 cm) FHD Display |AMD Radeon Graphics| Backlit KB | FHD Camera| Win 11| MS Office 2024 + M365*(1-Yr) | Silver |1.59kg |fc0533AU","72,900",3.9,Hp,16.0,512.0,Silver,AMD
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 40,AMD Radeon iGPU,16GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Windows 11 Home,M365 Basic(1 Year),Office 2024,Cool Silver,1.63 Kg,E1504FA-IN2816WS,Thin & Light Laptop","60,990",4.0,Asus,16.0,512.0,Silver,AMD
"Microsoft Surface Laptop 13"" - Windows 11 Home - Copilot+ PC - PixelSense Touchscreen Display - Snapdragon X Plus (8 Core) - 16GB RAM - 256GB SSD - Platinum. with Microsoft 365 for 6 Months*","1,34,990",5.0,Microsoft,16.0,256.0,Unknown,Snapdragon
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Luna Grey/1.6Kg), 83K101JDIN","72,900",4.0,Lenovo,16.0,512.0,Grey,Intel
"HP Professional 14 (2026), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2024","60,999",3.0,Hp,8.0,512.0,Silver,Intel
"Lenovo LOQ 2025 Intel Core i7-14700HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JE00U3IN",Unknown,4.2,Lenovo,8.0,1024.0,Grey,Intel
"HP Victus 15-fa2191TX/FA2190 Gaming Laptop – 13th Gen Intel Core i5, 15.6"" FHD 144Hz, RTX 3050A 4GB, 16GB RAM, 512GB SSD, Win 11, Backlit KB – Blue","94,900",4.0,Hp,4.0,512.0,Blue,Intel
"Dell Inspiron 5440 Notebook Computer, Intel Core 3 100U 14th Gen Processor, 8GB DDR5 RAM, 512GB SSD, 14"" FHD+ Screen, Ubuntu, 1Yr Warranty, Ice Blue","52,680",3.7,Dell,8.0,512.0,Blue,Intel
"HP 14, Intel Celeron Laptop","86,990",4.5,Hp,8.0,512.0,Unknown,Intel
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07QIH","56,999",4.1,Lenovo,8.0,512.0,Grey,Intel
"Dell 15 Ai Powered Laptop, Intel Core Ultra 7 255H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Backlit Keyboard, Dedicated Copilot Key, Silver, Win11 Home + MSO H&S'24","1,03,990",5.0,Dell,16.0,512.0,Silver,Intel
HP OmniBook 7 OLED ● Intel Core Ultra X7 358H● 50 Tops● 32GB LPDDR5x● 1TB SSD● 3K(2880 x 1800)●14''/35.6cm● 500nits● 0.2ms ●Win11● Office24● Silver● 1.4kg● hg0062TU● GaN Charger● MIL-STD tested Laptop,"2,49,990",4.0,Hp,32.0,1024.0,Silver,Intel
"Lenovo Yoga Pro 7 Aura Edition Intel Evo Core Ultra 9 285H (32GB RAM/1TB SSD/14.5"" (36.8cm)/3K OLED Touchscreen/AI PC/Copilot+ PC/Windows 11/Office Home 2024 AI Now/Grey/1.5Kg), 83KF004CIN","1,93,990",4.0,Lenovo,32.0,1024.0,Grey,Intel
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/1TB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83K100HSIN","82,990",3.9,Lenovo,16.0,1024.0,Grey,Unknown
"Lenovo LOQ 2025 Intel Core i7-14700HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JE00T3IN","2,15,990",3.6,Lenovo,8.0,1024.0,Grey,Intel
"HP Pavilion Plus AI Laptop, Intel Core Ultra 5 125H, 10-12 Tops, 16GB LPDDR5x, 512GB SSD, 14-inch(35.6cm) 300 nits, WQXGA, Intel Arc Graphics, 5MP IR Camera (Win 11, Office 21, Blue, 1.44kg) ew1082TU","94,990",4.0,Hp,16.0,512.0,Blue,Intel
"HP Smartchoice Victus, 13th Gen i7-13620H, 6GB RTX 4050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, 300nits, 15.6''/39.6cm, Win11, Office24, Mica Silver, 2.3kg, fa2100tx, Xbox Gamepass* Gaming Laptop","1,14,990",4.0,Hp,6.0,512.0,Silver,Unknown
"MSI CreatorPro X17 HX, Intel 13th Gen. i9-13980HX,44CM UHD 144Hz Mini LED Creator Laptop (64GB/4TB NVMe SSD/Windows 11 Pro/NVIDIA RTX™ 3500 Ada, GDDR6 12GB/Core Black/3.3Kg), A13VKS-249IN","4,45,000",3.2,Msi,64.0,2048.0,Black,Intel
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 40‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 2TB SSD Storage; Space Black","5,89,990",4.3,Apple,48.0,2048.0,Black,Unknown
"Lenovo LOQ 2025 AMD Ryzen 7 250| NVIDIA RTX 5060 8GB (24GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JG008MIN","1,74,500",4.9,Lenovo,8.0,1024.0,Grey,AMD
"ASUS ProArt P16 OLED (2025), AMD Ryzen AI 9 HX 370, RTX 5080-16GB,64GB RAM, 2TB SSD, 16""/40.64cm Touchscreen, 4K, 120Hz,Windows 11,M365 Basic (1Year)*/Office 2024, Nano Black, 1.95Kg,H7606WW-SE023WS","4,31,990",2.6,Asus,16.0,2048.0,Black,AMD
"Lenovo IdeaPad Slim 3 Intel Core Ultra 7 355 Next-Gen AI PC (16GB RAM/512GB SSD/15.3"" (38.86cm)/WUXGA IPS/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024/Backlit Keyboard/Grey/1.6Kg), 83UR009PIN","1,18,990",4.0,Lenovo,16.0,512.0,Grey,Intel
"ASUS Vivobook 16 (2026), AMD Ryzen AI 7 445, AMD Radeon iGPU, 16GB RAM, 512GB SSD, FHD+, 16"", (40 cm), Windows 11, M365 Basic(1 Year)* Office 2024, Quiet Blue, 1.88 kg, M1607GA-MB030WS, Co-Pilot+ PC","94,990",5.0,Asus,16.0,512.0,Blue,AMD
"Lenovo Yoga Slim 9 Intel Evo Core Ultra 7 258V Touchscreen Laptop (32GB RAM/1TB SSD/14 (35.5cm)/4K WQUXGA OLED/AI PC AI Now/Copilot+ PC/Windows 11/Office 2024/1Yr ADP/Teal/1.2Kg), 83CX002LIN","1,99,990",4.5,Lenovo,32.0,1024.0,Unknown,Intel
"Alienware 16 Area-51 Gaming Laptop(2025), NVIDIA RTX 5080 16GB GDDR7, Intel Ultra 9 275HX Up to 5.4GHz, 16"" QHD+ 240Hz 3ms 500Nits, 4K Camera, 64 GB DDR5, 2 TB SSD, Wi-Fi 7, Windows 11 Pro, Office Pro","9,99,990",1.0,Alienware,16.0,2048.0,Unknown,Intel
"𝗗𝗲𝗹𝗹Laptop Model 3410 Business Laptop | Core i5 10th Gen | 8GB DDR4 RAM | 256GB SSD | 14"" Full HD Display | Win 10 | A+Condition (Pre-Owned & Tested)","31,900",4.0,Unknown,8.0,256.0,Unknown,Unknown
"ASUS Vivobook 15 (2026),Intel Core 5 120U,(i5-14th Gen),Fingerprint Sensor,8GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Win 11,M365 Basic(1Y),Office 24,Cool Silver,1.7 Kg,X1504VAP-IN011WS,Thin & Light Laptop","58,990",3.0,Asus,8.0,512.0,Silver,Intel
HP 15 Core i5 13th Gen (8GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/Backlit Keyboard/15.6” (39.6cm)/Blue/1.59kg) fd0021TU Laptop,"63,990",4.0,Hp,8.0,512.0,Blue,Unknown
"ASUS Zenbook S14 (2026),Smartchoice,Intel Core Ultra 5 226V,Intel Arc iGPU,16GB/512GB,3K OLED,Touchscreen,14""(35.5 cm),Windows 11,M365 Basic(1Y),Office 2024,Gray,1.2 Kg,UX5406SA-PZ658WS,Copilot+ PC","1,36,990",4.0,Asus,16.0,2048.0,Gray,Intel
"ASUS ProArt P16 OLED (2025), AMD Ryzen AI 9 HX 370, RTX 5090-24GB,64GB RAM, 2TB SSD, 16""/40.64cm Touchscreen, 4K, 120Hz,Windows 11,M365 Basic (1Year)*/Office 2024, Nano Black, 1.95Kg,H7606WX-SE028WS","5,29,990",5.0,Asus,24.0,2048.0,Black,AMD
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3-1315U 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Backlit Keyboard/FHD 1080p Camera/Windows 11/Office 2024/Grey/1.6Kg), 82X700M4IN","60,990",4.0,Lenovo,8.0,512.0,Grey,Intel
"HP 15 (2025), AMD Ryzen 3 7320U Quad Core - (16 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/1.5 kg/MS Office 2021","53,780",3.2,Hp,16.0,512.0,Silver,AMD
"HP 14 Laptop, Intel Core Ultra 7 155H (16GB DDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.4kg, EP1151TU, Backlit, HD Camera w/Shutter","88,990",4.0,Hp,16.0,512.0,Silver,Intel
NEW Microsoft Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 15” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - Graphite - ZYT-00048,"1,86,990",4.2,New,16.0,1024.0,Unknown,Snapdragon
"MSI Prestige 16 AI Evo, Intel Core Ultra 7 155H, Built-in AI, 41CM QHD+ Thin and Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Intel Arc Graphics/Stellar Grey/1.5Kg), B1MG-033IN","1,05,000",5.0,Msi,16.0,512.0,Grey,Intel
"Acer Chromebook, MediaTek Kompanio 540 Octa-Core Processor, 4GB RAM, 64GB eMMC, Full HD, 11.6""/27.94cm Display, Chrome OS, Black, 1.2 KG, C725, Arm Mali G57 Graphics, WiFi 6E Laptop","19,990",5.0,Acer,4.0,512.0,Black,MediaTek
"HP Professional 15 (2026), Intel (i5 14th Gen) Core 5 120U - (8 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home) Business Laptop/15.6"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.5kg/MSO 2024","61,490",5.0,Hp,8.0,512.0,Silver,Intel
"Lenovo V14 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics 610M/Windows 11) Thin and Light Business Laptop/14 FHD Display/Silver/1.47 kg/MS Office 2021","48,990",4.0,Lenovo,8.0,512.0,Silver,AMD
"Lenovo Legion 7 2025 Intel Core Ultra 9 275HX| NVIDIA RTX 5070 8GB (32GB RAM/1TB SSD/WQXGA OLED/240Hz/16(40.64cm)/Windows 11/Office 2024+AI Now/White/2.0Kg), 83KY001GIN AI Powered Gaming Laptop","2,73,490",5.0,Lenovo,8.0,1024.0,White,Intel
"HP Professional 14 (2026), Intel (i7 14th Gen) Core 7 150U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.4kg/MSO 2024","91,990",5.0,Hp,64.0,512.0,Silver,Intel
"Dell Precision 7770 Mobile Workstation - 17.3"" FHD AG Display - 4.8 GHz Intel Core i7-12850HX 16-Core - 2TB SSD - 64GB RAM - NV RTX A4500 (16GB GDDR6) - Windows 11 Pro","3,49,990",4.0,Dell,64.0,2048.0,Unknown,Intel
"Acer TravelLite Thin Laptop AMD Ryzen 5 7430U (6-Core) |8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11| MS Office | Metal Body | 1.34Kg | Black | 30 Months Warranty","50,999",3.4,Acer,8.0,512.0,Black,AMD
"HP Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, IPS, 300nits, FHD, 15.6''/39.6cm, Win11, M365* Office24, Blue, 2.29kg, fb3125AX, Backlit, DTS Audio, Gaming Laptop","98,800",4.0,Hp,6.0,512.0,Blue,AMD
"Lenovo 14 (2025), Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021","58,600",4.4,Lenovo,5.0,512.0,Grey,Intel
"HP Professional 14 (2026), Intel (i7 14th Gen) Core 7 150U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.4kg/MSO 2024","84,140",4.0,Hp,5.0,512.0,Silver,Intel
"DELL PRO 15 (2025) AMD Ryzen 5 7520U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Pro) Thin and Light Business Laptop/Backlit/15.6"" FHD Display/Black/1.5 kg/MSO 2021","51,100",3.4,Dell,5.0,512.0,Black,AMD
"Model 5410 Laptop | i5 10th Gen | 8GB DDR4 RAM | 512GB SSD | HD Graphics 620 | 14"" FHD Display | Win 10 Pro | A+ Condition (Pre-Owned & Tested)","28,299",4.0,Model,8.0,512.0,Unknown,Unknown
Acer TravelLite Bussines Laptop TL04-51M | Core 5-120U | 14 INCH FHD IPS | 8GB DDR4 | 512GB | WiFi 6+ BT 5.2 | 1MP HD-CAM | 36WHR | 45W | Black | Windows 11 Home (UN.36JSI.005),"50,490",4.0,Acer,8.0,512.0,Black,Unknown
"Acer TravelLite TL04-41M 14-inch FHD Thin & Light Metal Body Laptop, AMD Ryzen 3 5400U Processor, 8GB DDR4 RAM, 512GB SSD, Windows 11 Home, MS Office 2021, Wi-Fi 6, HD Webcam Sleek Metal Body","44,999",5.0,Acer,8.0,512.0,Unknown,AMD
"HP 15 (2026), AMD Ryzen 5 Hexa Core 7535U - (8 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/Copilot Key/1.5kg/MSO 2024","53,200",3.1,Hp,5.0,512.0,Silver,AMD
"ASUS Vivobook 15 (2026),Intel Core 5 320 (Series 3-Latest Gen),Fingerprint Sensor,Intel iGPU,16GB/512GB,FHD,15.6""(39.6 cm),Win 11,M365 Basic(1Y),Office 24,Terra Cotta,1.7 Kg,X1504MA-BQ426WS, AI Laptop","1,01,990",4.0,Asus,16.0,1024.0,Unknown,Intel
"Lenovo IdeaPad Slim 5, Intel Core i5-12450H, 12th Gen, 16GB RAM, 1TB SSD, WUXGA IPS 300Nits, 14""/36cm, Windows 11, Office 21, Grey, 1.46Kg, 83BF0043IN, BacklitKB,FHD Camera,Alexa,3Mon Game Pass Laptop","69,999",4.1,Lenovo,16.0,1024.0,Grey,Intel
"HP 15 Business Edition (2025), Intel Core i3 13th Gen 1315U | 16GB RAM | 512GB NVMe SSD | Windows 11 Pro | 15.6"" FHD IPS Anti-Glare Micro-Edge Display | Ultra-Light 1.59kg | Silver | MS Office 2024","65,990",3.0,Hp,16.0,512.0,Silver,Intel
"JioBook 11 with Lifetime Office | Android 4G Laptop Mediatek 8788 (JioOS) | Octa-core | 4GB RAM | 64 eMMC Storage | Thin and Light Laptop (11.6 inch, 990 Grams) | Dual Band WiFi + SIM | Blue","9,999",2.8,Jiobook,4.0,512.0,Blue,MediaTek
"HP 15, (i3 14th Gen) Intel Core 3 100U (8GB DDR5, 512GB SSD), Win11, M365* Office24, Micro-Edge, Anti-Glare,15.6''/39.6cm,Silver, 1.59kg,FHD Camera with Privact Shutter, Dual Speakers Laptop-fd0883TU","56,000",4.2,Hp,8.0,512.0,Silver,Intel
"Lenovo ThinkBook 14, Intel Core 5 210H, 16GB RAM, 1TB SSD, WUXGA IPS 14” (35.56cm), Win11 Home, Office 2024, Arctic Grey, 1.36Kg, 21SGA02XIG, Fingerprint, Backlit, 300 Nits, 1Y Onsite Warranty, Laptop","1,03,990",4.5,Lenovo,16.0,1024.0,Grey,Intel
"Lenovo ThinkBook 16, AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, WUXGA IPS 16"", Windows 11 Home, Office 2024, 1.7kg, 21MWA0BSIN, Backlit Keyboard, Fingerprint, 300 Nits, 1Y Warranty, Aluminium Top Laptop","82,970",4.0,Lenovo,16.0,512.0,Unknown,AMD
